Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Latitude,Longitude,Area,Canyon,Path_Position,Distance_to_Road,Scenic_Loop_Order
Hangry Demon,Rift Corridor - Right > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126660850/hangry-demon,2.7,-1,Sport,5.10d,1,30.0,36.14631,-115.42847,Rift Corridor - Right,The Rift Corridor,0.2751198801198942,0.074791716955917,312
Mixed Victory,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661894/mixed-victory,2.4,-1,Sport,5.9,1,55.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,313
Beyond Reproach,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661671/beyond-reproach,2.1,-1,Sport,5.8-,1,50.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,314
Antisocial,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661647/antisocial,2.4,-1,Sport,5.8+,1,70.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,315
Containment,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661696/containment,2.3,-1,Sport,5.9,1,50.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,316
Stand In The Corner,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126662056/stand-in-the-corner,2.4,-1,Sport,5.8-,1,45.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,317
Indemnification,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126662038/indemnification,2.4,-1,Sport,5.9+,1,55.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,318
The Rift,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661754/the-rift,2.9,-1,Sport,5.9+,1,50.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,319
Apocalyptic Dingleberry,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661531/apocalyptic-dingleberry,2.5,-1,Sport,5.11-,1,40.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,320
Choose Your Fighter,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661834/choose-your-fighter,2.6,-1,Sport,5.10d,1,55.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,321
Split Happens,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126662023/split-happens,3.0,-1,Sport,5.9,1,55.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,322
Flying Whale,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661474/flying-whale,1.8,-1,Sport,5.10b,1,50.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,323
Primogeniture,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661861/primogeniture,2.4,-1,Sport,5.10a/b,1,55.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,324
Unrepented,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661938/unrepented,3.0,-1,Sport,5.10a,1,55.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,325
Truth To Power,Rift Corridor - Left > The Rift Corridor > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126661609/truth-to-power,2.5,-1,Sport,5.10c,1,70.0,36.14645,-115.4286,Rift Corridor - Left,The Rift Corridor,0.2751748251748353,0.0624773312378138,326
Sends in Low Places,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122036215/sends-in-low-places,2.0,-1,Sport,5.8,1,40.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,327
Oops I Sent It Again,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122003544/oops-i-sent-it-again,2.3,-1,Sport,5.8+,1,55.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,328
Wannabe (my belayer),Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122036900/wannabe-my-belayer,2.3,-1,Sport,5.8+,1,75.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,329
Pretty High for a Climb Guy,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125604274/pretty-high-for-a-climb-guy,2.1,-1,Sport,5.8+,1,95.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,330
Don’t Stop……Belaying,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122009452/dont-stopbelaying,2.5,-1,Sport,5.9,1,85.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,331
Climbing on a Prayer,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122003608/climbing-on-a-prayer,3.1,-1,Sport,5.10a,1,60.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,332
Climbing on Broken Choss,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123768652/climbing-on-broken-choss,3.0,-1,"Sport, TR",5.10b,1,75.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,333
Bolt Climb Rock and Fall,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125604206/bolt-climb-rock-and-fall,2.8,-1,Sport,5.10b/c,1,85.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,334
Sweet Climb O' Mine,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122365715/sweet-climb-o-mine,2.9,-1,Sport,5.10c/d,1,45.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,335
Truly Chossy Gri-gri,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125644431/truly-chossy-gri-gri,1.9,-1,Sport,5.11-,1,50.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,336
Another Bolt in the Wall,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122365440/another-bolt-in-the-wall,2.9,-1,Sport,5.11a/b,1,50.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,337
Pour Some Beta On Me,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122009513/pour-some-beta-on-me,2.9,-1,Sport,5.11b,1,85.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,338
Hanging Fifty,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125839923/hanging-fifty,3.0,-1,Sport,5.11b,1,45.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,339
Routebusters!,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122009549/routebusters,2.3,-1,Sport,5.1,1,55.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,340
Un-break My Hold,Southwest Wall > Classic Rock Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122009612/un-break-my-hold,2.5,-1,Sport,5.10d,1,75.0,36.14566,-115.42811,Southwest Wall,Classic Rock Wall,0.2752297702297838,0.1231438676599113,341
The Shaft,Viagra Tower > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106684601/the-shaft,2.1,-1,TR,5.8,1,60.0,36.14586,-115.42837,Viagra Tower,First Pullout (Calico I),0.2754195804195902,0.102861327429276,342
Cialis Cleft,Viagra Tower > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120285985/cialis-cleft,2.6,-1,Trad,5.7+,1,50.0,36.14586,-115.42837,Viagra Tower,First Pullout (Calico I),0.2754195804195902,0.102861327429276,343
Woofers,Viagra Tower > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106416534/woofers,2.0,-1,"Trad, TR",5.8,1,40.0,36.14586,-115.42837,Viagra Tower,First Pullout (Calico I),0.2754195804195902,0.102861327429276,344
Human Cannonball,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105811838/human-cannonball,1.0,-1,Sport,5.10b,1,35.0,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,345
Careful of Clowns,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107304681/careful-of-clowns,1.5,-1,Sport,5.10b,1,30.0,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,346
Clown Face,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122011823/clown-face,1.5,-1,Sport,5.10+,1,30.0,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,347
Big Top,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107304785/big-top,2.9,-1,Sport,5.10d,1,60.0,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,348
High Wire,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813511/high-wire,2.2,-1,Trad,5.10- PG13,1,45.0,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,349
Lion Tamer,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107304717/lion-tamer,2.4,-1,Sport,5.11b,1,35.0,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,350
Elephant Man,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107304781/elephant-man,2.7,-1,Sport,5.11b,1,,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,351
Rainbow Road,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126000721/rainbow-road,3.0,-1,Trad,5.11- PG13,1,110.0,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,352
Unknown,Circus Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107304791/unknown,2.0,-1,Trad,5.10a,1,,36.14686,-115.42907,Circus Cliff,First Pullout (Calico I),0.2754695304695347,0.0231799847598325,353
How Should I Know,Outer Rift aka Router Wall > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201335778/how-should-i-know,2.0,-1,Sport,5.11a,1,45.0,36.14651,-115.42897,Outer Rift aka Router Wall,The Rift,0.2756693306693487,0.045816715632037,354
Beats Me,Outer Rift aka Router Wall > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201335788/beats-me,2.0,-1,Sport,5.10a,1,45.0,36.14651,-115.42897,Outer Rift aka Router Wall,The Rift,0.2756693306693487,0.045816715632037,355
This One,Outer Rift aka Router Wall > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201335715/this-one,2.0,-1,Sport,5.9+,1,40.0,36.14651,-115.42897,Outer Rift aka Router Wall,The Rift,0.2756693306693487,0.045816715632037,356
Jumbo Frames,Outer Rift aka Router Wall > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201447459/jumbo-frames,2.0,-1,Sport,5.8,1,45.0,36.14651,-115.42897,Outer Rift aka Router Wall,The Rift,0.2756693306693487,0.045816715632037,357
That One,Outer Rift aka Router Wall > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201335757/that-one,3.0,-1,Sport,5.10b,1,45.0,36.14651,-115.42897,Outer Rift aka Router Wall,The Rift,0.2756693306693487,0.045816715632037,358
None of Your Business,Outer Rift aka Router Wall > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201335669/none-of-your-business,2.0,-1,Sport,5.9,1,35.0,36.14651,-115.42897,Outer Rift aka Router Wall,The Rift,0.2756693306693487,0.045816715632037,359
I'll Never Tell,Outer Rift aka Router Wall > The Rift > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201335658/ill-never-tell,2.0,-1,Sport,5.8,1,30.0,36.14651,-115.42897,Outer Rift aka Router Wall,The Rift,0.2756693306693487,0.045816715632037,360
Lil' Sumpin',The Attic > Windy Peak > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/119952732/lil-sumpin,3.0,-1,Trad,5.10+,1,40.0,36.01585,-115.4714,The Attic,Windy Peak,0.4545454545454545,5.834373078674265,361
Across The Choss,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116614810/across-the-choss,2.5,-1,Trad,5.9+ PG13,1,140.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,362
Somebody Else's Splitter,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125270535/somebody-elses-splitter,3.0,-1,Trad,5.9,1,65.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,363
Discipline Problem,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116098515/discipline-problem,2.9,-1,Trad,5.9 PG13,1,80.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,364
Blackboard Technique,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114192775/blackboard-technique,2.0,-1,Trad,5.9,1,160.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,365
Improbable Prose,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106449155/improbable-prose,2.0,-1,Trad,5.9,1,90.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,366
Pop Quiz,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355737/pop-quiz,1.5,-1,Trad,5.9,1,100.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,367
Return of the Jedi,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355722/return-of-the-jedi,3.3,-1,Trad,5.9,1,120.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,368
Multiple Choice,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355741/multiple-choice,0.5,-1,Trad,5.8,1,100.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,369
Dunce's Corner,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106356137/dunces-corner,0.0,-1,Trad,5.7,1,80.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,370
Short Subject,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106356125/short-subject,1.0,-1,Trad,5.7,1,50.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,371
Sunday School,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355745/sunday-school,2.0,-1,Trad,5.7,1,100.0,36.07565,-115.47367,The Schoolyard,First Creek Canyon,0.4545454545454545,1.7192521885481802,372
