Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Varnishing Fact,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125464651/varnishing-fact,2.8,-1,Trad,5.9+,1,100,36.12521,-115.49109
One Stop in Tonopah,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732695/one-stop-in-tonopah,2.6,-1,Trad,5.10a,1,150,36.12521,-115.49109
Bush Pilots,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733181/bush-pilots,2.5,-1,Trad,5.10a,1,50,36.12521,-115.49109
Simpatico,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107370231/simpatico,2.8,-1,Trad,5.10- PG13,1,140,36.12521,-115.49109
Psycho Date,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106361654/psycho-date,1.2,-1,Trad,5.10b PG13,1,100,36.12521,-115.49109
Rogue Fungus,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125423317/rogue-fungus,2.9,-1,Trad,5.1,1,60,36.12521,-115.49109
Chocolate Covered Bacon,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106934339/chocolate-covered-bacon,2,-1,Trad,5.10c,1,100,36.12521,-115.49109
Mushroom People,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732350/mushroom-people,3.4,-1,Trad,5.10c,1,100,36.12521,-115.49109
Mystery Mushroom?,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732680/mystery-mushroom,2,-1,Trad,5.10c X,1,100,36.12521,-115.49109
Cut Away,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109971768/cut-away,3,-1,"Trad, TR",5.10d R,1,100,36.12521,-115.49109
Go Greyhound,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105789541/go-greyhound,2.9,-1,Trad,5.11- PG13,1,160,36.12521,-115.49109
Shifting Narratives,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126261607/shifting-narratives,3.7,-1,Trad,5.11-,1,110,36.12521,-115.49109
Fungus folks,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105988159/fungus-folks,2.7,-1,Trad,5.11a/b R,1,75,36.12521,-115.49109
Alternative Facts,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112499569/alternative-facts,3.7,-1,Trad,5.11b/c,1,100,36.12521,-115.49109
Sky Dive,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106326637/sky-dive,3.6,-1,Trad,5.11c PG13,1,100,36.12521,-115.49109
The Soloist Crack,East Face(aka Dependent Variable Area) > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106548434/the-soloist-crack,2,-1,Trad,5.7,1,110,36.12103,-115.48766
Cold Blue Steel,East Face(aka Dependent Variable Area) > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106045089/cold-blue-steel,0,-1,Trad,5.10b X,1,75,36.12103,-115.48766
Dog Police,East Face(aka Dependent Variable Area) > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105957040/dog-police,3.6,-1,Trad,5.10c,1,155,36.12103,-115.48766
Fido the Dragon,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201569689/fido-the-dragon,2,-1,Trad,5.7,1,115,36.12126,-115.49023
Andy & Jason's Mediocre Adventure,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107500118/andy-jasons-mediocre-adventure,2,-1,Trad,5.8,1,100,36.12126,-115.49023
Small Purchase,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732896/small-purchase,3.5,-1,Trad,5.10a,1,100,36.12126,-115.49023
North Face | 9066,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107889066/north-face-9066,3.5,-1,Trad,5.10c,1,90,36.12126,-115.49023
Five and Dime,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733058/five-and-dime,2.4,-1,Trad,5.10+,1,100,36.12126,-115.49023
Midnight Oil,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116073470/midnight-oil,2,-1,Trad,5.11a R,1,180,36.12126,-115.49023
Dark and Long,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106756692/dark-and-long,3.4,-1,Trad,5.11d,1,150,36.12126,-115.49023
Coeur d'Alene,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116231053/coeur-dalene,1.8,-1,Trad,5.7,1,25,36.12916,-115.4866
Boise,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116231077/boise,2.1,-1,Trad,5.7,1,25,36.12916,-115.4866
Stanley,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116231136/stanley,2.4,-1,Trad,5.7,1,25,36.12916,-115.4866
F-22 Raptor,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118806457/f-22-raptor,1,-1,Trad,5.7,1,65,36.12916,-115.4866
Sex in the Scrub Oak,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732995/sex-in-the-scrub-oak,1.8,-1,Trad,5.7,1,90,36.12916,-115.4866
Radio Free Kansas,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105823726/radio-free-kansas,2.2,-1,Trad,5.7+,1,100,36.12916,-115.4866
Return to Sender,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115400470/return-to-sender,1,-1,Trad,5.7+ R,1,125,36.12916,-115.4866
Idaho Falls,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116231112/idaho-falls,2.1,-1,Trad,5.8,1,25,36.12916,-115.4866
F-117 Stealth Nighthawk,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118806414/f-117-stealth-nighthawk,3,-1,Trad,5.8,1,150,36.12916,-115.4866
They Call the Wind  !&%,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105823775/they-call-the-wind,2,-1,Trad,5.8,1,120,36.12916,-115.4866
Flight Path,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105789872/flight-path,3,-1,Trad,5.8+,1,140,36.12916,-115.4866
A Simple Expediency,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107951207/a-simple-expediency,2.5,-1,Trad,5.8+,1,80,36.12916,-115.4866
Car Talk,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107951190/car-talk,2.5,-1,Trad,5.9,1,80,36.12916,-115.4866
Twin Falls,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200284156/twin-falls,1,-1,Trad,5.9,1,70,36.12916,-115.4866
Doin' the Good Drive,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926028/doin-the-good-drive,3,-1,Trad,5.9,1,80,36.12916,-115.4866
F-15 Eagle Crack (2nd pitch of Megamoto),Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118806365/f-15-eagle-crack-2nd-pitch-of-megamoto,3.3,-1,Trad,5.9,1,120,36.12916,-115.4866
F-16 Fighting Falcon,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118806399/f-16-fighting-falcon,3,-1,Trad,5.9,1,120,36.12916,-115.4866
F-18 Hornet,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118806453/f-18-hornet,2,-1,Trad,5.9,1,50,36.12916,-115.4866
Commuted Sentence,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106419142/commuted-sentence,3.1,-1,Trad,5.9+,1,100,36.12916,-115.4866
Common Bond of Circumstance,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105823743/common-bond-of-circumstance,2.1,-1,Trad,5.9+,1,100,36.12916,-115.4866
Belief in Proportion to the Evidence,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732998/belief-in-proportion-to-the-evidence,2.1,-1,Trad,5.10a,1,90,36.12916,-115.4866
"""peanut brittle""",Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113922711/peanut-brittle,4,-1,Trad,5.10c/d,1,,36.12916,-115.4866
Too Many Tantrums,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105856887/too-many-tantrums,1.7,-1,Trad,5.7,1,200,36.12301,-115.49265
Crunchy Cat,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108485248/crunchy-cat,1.5,-1,Trad,5.8- PG13,1,160,36.12301,-115.49265
This Ain't No Disco,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108434493/this-aint-no-disco,2.8,-1,Trad,5.10a PG13,1,130,36.12301,-115.49265
Pauline's Pentacle,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106125175/paulines-pentacle,1.7,-1,Trad,5.10a,1,,36.12301,-115.49265
Left of Disco,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108434514/left-of-disco,2.3,-1,Trad,5.10b/c PG13,1,130,36.12301,-115.49265
OB Button,South Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106082831/ob-button,3.2,-1,Trad,5.10b,1,125,36.12182,-115.49314
OB Fist,South Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113757651/ob-fist,3.2,-1,Trad,5.10c,1,115,36.12182,-115.49314
Cat in the Phat,Southeast Buttress > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733175/cat-in-the-phat,0.8,-1,Trad,5.7 R,1,80,36.12178,-115.49277
Bed of Nails,Southeast Buttress > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106444789/bed-of-nails,1.3,-1,Trad,5.9 PG13,1,140,36.12178,-115.49277
Rabbit's Arete,Southeast Buttress > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107336787/rabbits-arete,2.4,-1,Trad,5.10d,1,80,36.12178,-115.49277
Extra Credit,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108920286/extra-credit,3.2,-1,Trad,5.10a,1,60,36.12399,-115.49506
Slot Machine,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732722/slot-machine,3.3,-1,Trad,5.1,1,,36.12399,-115.49506
Sandstone Sandwich,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732677/sandstone-sandwich,2.9,-1,Trad,5.10c R,1,110,36.12399,-115.49506
Short Circuit,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107652823/short-circuit,2.6,-1,Trad,5.11b,1,60,36.12399,-115.49506
Moisture Brau,Beer and Ice Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118036927/moisture-brau,2,-1,Trad,5.11a R,1,110,36.12657,-115.48899
This Bud's For You,Beer and Ice Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105815502/this-buds-for-you,3,-1,Trad,5.11,1,110,36.12657,-115.48899
Twentynine Posers,Beer and Ice Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112417721/twentynine-posers,2,-1,Trad,5.11d,1,60,36.12657,-115.48899
Exsqueeze Me,Little Joe > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819513/exsqueeze-me,2,-1,TR,5.9,1,50,36.12065,-115.4915
iPod,Little Joe > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819519/ipod,2,-1,Trad,5.10a,1,70,36.12065,-115.4915
Six Flavors,Little Joe > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819499/six-flavors,3,-1,Trad,5.1,1,60,36.12065,-115.4915
Remote Control,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105888855/remote-control,2.5,-1,Trad,5.9,1,160,36.12527,-115.49419
The Illusion of Control,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120063606/the-illusion-of-control,1,-1,Trad,5.9,1,120,36.12527,-115.49419
Overshoot,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200913426/overshoot,-1,-1,Trad,5.10-,1,120,36.12527,-115.49419
Indirect Proof,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106602608/indirect-proof,1,-1,Trad,5.10b R,1,80,36.12527,-115.49419
Out of Control,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105888710/out-of-control,3.8,-1,Trad,5.10c,1,130,36.12527,-115.49419
Control Freak,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120063460/control-freak,2,-1,Trad,5.10+,1,140,36.12527,-115.49419
American Ninja,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106055934/american-ninja,2.6,-1,Trad,5.11a,1,100,36.12527,-115.49419
Cantilever Corner,Right of Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105903481/cantilever-corner,1.5,-1,Trad,5.8,1,60,36.13013,-115.48657
Spanning the Gap,Right of Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105900283/spanning-the-gap,1.5,-1,Trad,5.10a/b PG13,1,140,36.13013,-115.48657
Prelude,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112446869/prelude,0,-1,Trad,5.7,1,60,36.12904,-115.4878
Unknown,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111602670/unknown,0.5,-1,Trad,5.7,1,200,36.12904,-115.4878
Cinnamon Swirls,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123322299/cinnamon-swirls,3,-1,Trad,5.7,1,55,36.12904,-115.4878
Casper the Friendly Offwidth,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112464490/casper-the-friendly-offwidth,2,-1,Trad,5.8,1,100,36.12904,-115.4878
Plato's Grotto,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112478461/platos-grotto,2,-1,Trad,5.8,1,180,36.12904,-115.4878
Datura P2 Left Chimney,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114227390/datura-p2-left-chimney,2,-1,Trad,5.8,1,100,36.12904,-115.4878
Sandstone Scofflaws,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118230668/sandstone-scofflaws,0,-1,Trad,5.8 PG13,1,120,36.12904,-115.4878
Abstinence,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114026692/abstinence,2,-1,Trad,5.8+,1,80,36.12904,-115.4878
The Stick-Slip Phenomenon,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112468154/the-stick-slip-phenomenon,2,-1,Trad,5.9,1,100,36.12904,-115.4878
Unknown,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112874391/unknown,2,-1,Trad,5.9,1,200,36.12904,-115.4878
Stick And Move,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107429239/stick-and-move,2,-1,Trad,5.9,1,100,36.12904,-115.4878
Promote The Segmentation,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107907372/promote-the-segmentation,1.5,-1,Trad,5.9,1,90,36.12904,-115.4878
Stick Right,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926078/stick-right,2.8,-1,Trad,5.9,1,140,36.12904,-115.4878
Stickball,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926100/stickball,1.5,-1,TR,5.9 R,1,140,36.12904,-115.4878
Awakening,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122029748/awakening,3.5,-1,Trad,5.10b,1,100,36.12904,-115.4878
You're Dreaming,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122330169/youre-dreaming,3,-1,Trad,5.10c,1,100,36.12904,-115.4878
Stick Left,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926085/stick-left,3.4,-1,Trad,5.10c,1,140,36.12904,-115.4878
